(0.505424246231101, 0.775223744930779, 0.5347627045531685, 0.8904523842819186) (0.458205727430609, 0.7261746608865893, 0.49064168353874515, 0.8537442315760033)
(0.5619576456492197, 0.824028107956929, 0.5866599328380498, 0.9208851908823941) (0.510337722884325, 0.774227380785904, 0.5385744399329275, 0.885051041812334)
(0.586935771140963, 0.839183331002657, 0.6095413263443688, 0.9278247797510838) (0.5353242172586654, 0.7914802125576842, 0.5611336210411316, 0.8926898335897078)
(0.5961389674849327, 0.8456859180534191, 0.6175504996163826, 0.9296252272409453) (0.544663743394621, 0.8020381764788141, 0.5692483697638839, 0.8985980981680883)
(0.6001347940743458, 0.8484477695427213, 0.6215393917134611, 0.9324045588029646) (0.5442274961304863, 0.8001503286253671, 0.5694324595011059, 0.8990875402041673)
(0.6063213602978835, 0.8519437840861418, 0.6268604072960193, 0.9323521185848133) (0.5485135421490168, 0.8031219409872745, 0.5726653041216022, 0.8980562159138582)
(0.6142034910792356, 0.8559991609565096, 0.6341312427131833, 0.934187526220109) (0.5616429705862128, 0.8128233813452664, 0.5850520461634764, 0.9045937631100546)
(0.623494038269713, 0.8604216193539365, 0.6429358288730952, 0.9367745769822402) (0.5705875227424354, 0.8194658089777653, 0.5930963356903991, 0.9077052160536988)
(0.6247577589954929, 0.8643021954971333, 0.6436233216315043, 0.9381904628723255) (0.568919485686047, 0.8189938470144036, 0.5917995123115911, 0.9087015801985736)
(0.6264793108277312, 0.8655782408054817, 0.6453672983323631, 0.9395713886169766) (0.5693846517910613, 0.8204971332680744, 0.5925370526006719, 0.9113410711788561)
